ip_location,content
广东,很好奇你不用吃米饭的吗[泣不成声][泣不成声][泣不成声]
广东,天天都是这话题，天天逗人[微笑]
广东,你男盆友的标准是什么？
湖北,这种想法才好，不喜勿喷
湖南,子女不归家那是教育问题，自己家庭氛围不好又不会教确实是不适合生孩子。
辽宁,这老太太像摇滚乐 张楚[捂脸] 女版楚老太太
浙江,那些说没儿女去养老院的，在里面更可怜，不知道是不是真的
江苏,这奶奶三观不正。
江苏,恐龙灭绝是因为母恐龙不愿意生小恐龙吗[我想静静]
四川,生两个了 够了
广东,我不喜欢小孩子，看到同龄人抱着小孩子，眼里只有小孩子，我一点都不理解[泪奔]
浙江,记住了么？前提你得有钱
河北,老一辈还觉得进了养老院以后 没子女会被嘲笑[泪奔]笑死了 都没子女谁笑话谁
浙江,有没有小孩都会遗憾，活在当下吧
云南,早点有个这样的奶奶我也不至于过成这样[流泪]
陕西,恐龙活了几万年都能灭绝 人类为什么不能灭绝 宇宙里的一粒尘埃而已
辽宁,老年公寓好的很[捂脸]安慰自己吧
安徽,评论区的某些人没事吧，有人生就有人不生，干嘛所有人想法都要一样
湖南,我唯一不后悔的就是，有个孩子，我将竭尽所能让她过得好，也将万分努力让自己老来不成为她的负担和累赘
广东,[大笑]这个女孩子觉得可以，各位事业有成的大哥冲啊，赶快娶回家，我们要看大结局
广西,[赞][赞][赞]三观很正。
广东,[舔屏][舔屏][舔屏][舔屏][舔屏]
广西,你好，锅外面擦一下谢谢[舔屏]
广东,法拉利的身材[看]
广东,是生男孩[二哈]
广东,小胖妞，我中意[机智]
广东,打算生几个[思考]
广东,咱俩处
广东,这屁股两个大胖小子打底[捂脸]
广东,我来[捂脸][捂脸]可以吗
广东,找到没有
广东,撒网收到鱼了没有？[看]
广东,这个三观真的很正
广东,什么样才能把你拐到手
广东,说得很好[赞]
广东,我可以跟你回茂名
上海,这是有文化的老太太，这要是农村老太太，穷死也得生个孙子[灵机一动]
广东,打算生几个
广东,生一窝[捂脸]
广东,我得不得
广东,能认识你吗
广东,这身材爽呀[大笑]
广东,女孩子早生身材恢复得快
广东,又刷到你了[暗中观察]一个93年着急结婚的女孩，被前任抛弃
云南,你别说了 [泣不成声] 搞得我想娶你了
广东,你皮肤太黑了，没我这么白[暗中观察]
广东,这做完一个早餐得洗多少个锅碗瓢盆啊[捂脸]
辽宁,[感谢]
广东,也看也钟意你[捂脸]
广东,我喜欢你
广东,靓[比心][比心][比心]
广东,我已经有2个儿子了
广东,爱了爱了
广东,怎么天天推荐这个出来[捂脸]
广东,给个机会认识一下呗[呲牙]
广东,要怎么才能了解你？[比心]
广东,三观超正的恋爱观
新疆,你有D年轻，85的我
广东,我帮你一把
广东,[比心][比心][比心][玫瑰]
广东,一男一女都够了
江西,每天我都在看你的视频 他是不是真的？
广东,[憨笑][憨笑]又来听文案与配音了
广西,着背很能打
广东,可[赞]这观点
广东,你好多睡裙啊宝贝
广东,广西考虑吗
湖南,没看到你老公出镜啊
广东,向往！
广东,你认为？
广东,[图片表情]
广东,这套好
广东,你真是多肉多福
广东,我喜欢这样的身材
广东,别说了，见个面看看大家合适不 合适就开始尝试[耶]
广东,[图片表情]
广东,身高不够要什么来凑[呲牙][呲牙][呲牙]
广东,努力努力
广东,咖啡机 有链接吗？
江西,父母很操心老的很快这几年 压力大不敢去相亲 单身好就了。
广东,上年纪才大切大悟[捂脸]
广东,[赞][赞][赞][赞]
广东,[机智][一起加油][赞]
广东,而且要多生几个孩子，对孩子好点
广东,那你但是结呀
广东,主要是00后的我还没有对象[泣不成声]
广东,好是好，可是我配不上，起码要2个儿子
海南,想过去痴餐[捂脸]
广东,你是极少想结婚生孩子的女生[一起加油]
广东,这身材真棒
广东,这玉米可以吗？
广东,[思考][思考][思考]得赶紧备孕
广东,身材一般
广东,每日一刷[泣不成声]
广西,结婚以后是应该马上生小孩，对女生恢复也好
广东,说的太对了，好女人啥条件才能娶你？ [灵机一动]
广东,姐的身材这么好，生必须生[泣不成声]
广东,我的理想就是生一男一女
广东,这个观点很对
广东,三观很正[赞]
广东,还有咖啡机[赞]
广东,不错，嫁不嫁
广东,满意[抱抱你]
广东,为啥抖音上的女孩，个个都好看，个个看了都想谈恋爱[捂脸]
甘肃,方便面炒了两个鸡蛋[泪奔]
广东,是哪个男人的帮你拍视频的？这样他都能忍得了？
山西,三观正
广东,这身材用来生孩子，一级棒[赞]
重庆,就好像你穿个吊带、捂着胸拍抖音一样，结婚不生孩关你事？
广东,这大屁股肯定好生[泪奔]
广东,大屁股，好生养[大笑]
广东,这屁股准生儿子[呲牙][呲牙][呲牙][呲牙]
广东,生女，一定要生女，似我就最好[灵机一动]
浙江,你多生几个
广东,听我同学说，他跟对象约着六十岁领证，直接偕老
浙江,婚姻生活很苦很累很无助压力也越来越大烦恼越来越多，甚至一身负债累累，事事不顺心，生活一团糟，离婚也有可能，婚姻生活会有很多烦心事，不顺的事，繁琐的事都会一一而来，婚姻生活很痛苦，结婚和要娃娃最好考虑清楚再决定不然二天后悔，不过呢，人生无悔，抉择无限，就看你怎么抉择。要抛开一切顾虑，做自己的抉择。说白了就是，要什么样的生活，就做什么样的抉择。
广东,怎么老是刷到你啊[流泪]，配不起还躲不起吗[流泪]
广东,天河区，机关单位工作有编制，想要个广州工作的，单位圈子小太难找了
广东,爱你都不够还有给别人的么？
广东,无女朋友生条毛啊[捂脸]
广东,私信你都不回，还想结婚，算了吧，看看就行
广东,你生了，能养好吗？你自己的娃，你带过吗？
IP未知,有没有机会尝尝你的手艺？
广东,光说不练
广东,对人品头论足真高尚啊[舔屏]
内蒙古,不结婚 男女二人世界不合法呀[酷拽]
广东,像你这种吃法不会肥胖的啊，为何你是丰田霸道身材
广西,[赞][赞][赞]像你这样的女人，我只能望而却步，不是我不孕不育，而是你太优秀了，我配不上啊
广东,婚姻，的，意义是睡觉
广东,你的生菜绝对能生好几个大胖小子
广东,对，必须生孩子
广东,拖拉机的身材
贵州,每次开头都要擦一下[泣不成声]
广东,生孩子是为了寻找快乐
广东,只生孩子不结婚也是可以的[笑哭]
广东,这屁屁生男孩
IP未知,说的好像她一定能生一样，重点仲要是猪扒[泣不成声]
广西,宁愿不要老婆，但是孩子不能不要
广东,可以生8个
广东,夸大好生[尬笑]
广西,这个后背不去拔罐可惜了
广东,终究浮云而已，2代后谁记得
江西,？不生育就是三观不正了是吧
广东,这屁股适合生儿子[呲牙]
广东,每天都过来被你洗脑一下[鼓掌]
新疆,我还是不理解 人类灭绝到底关我什么什么事？ 所以姐妹们 中午吃什么[色]？
河南,我不理解，不生的不生，生的生[泪奔]为啥生的老是对不生的指指点点？
四川,刷到一个三观炸裂的给你看一下
广东,我怎么感觉抖音现在都在宣扬恐婚恐育还有男女对立。还有身材焦虑，突然想一想有些博主说的，有点细思极恐，感觉像在对我们进行洗脑，一切皆为了让我们国人身材变更瘦小，不婚不育，人口老龄化
江西,出台法律吧，如果不结婚不生孩子的一律罚的倾家荡产！
湖北,科普:女人40岁以后逐渐失去生育能力，男的70一样能生[憨笑]
天津,人不能自私，活着就是责任，来了就是传宗接代培养下一代，不断延续这就是活着的意义大自然地球的存在性。
广东,上海老太太，不管的，谁生她都是不管的[看][看][看]我同学就嫁给上海人[抠鼻]
安徽,人类会不会走向绝种？
湖南,老年公寓养老院，你不听话就挨打，你以为好啊
江苏,"国家在鼓励开放三胎政策[看]
你却妖言惑众不生[呆无辜]
你不生，她不生
人类文明怎么办
国家民族未来怎么办[看]
可以把你抓起来了[呲牙]"
河南,希望以后大家都别生
山东,都没人了，再多钱也没人伺候你[翻白眼][翻白眼][翻白眼][翻白眼]
广东,那你但是结呀
广东,主要是00后的我还没有对象[泣不成声]
广东,好是好，可是我配不上，起码要2个儿子
广东,终究浮云而已，2代后谁记得
海南,想过去痴餐[捂脸]
广东,这身材真棒
广东,这玉米可以吗？
广东,[思考][思考][思考]得赶紧备孕
广东,身材一般
广东,每日一刷[泣不成声]
广西,结婚以后是应该马上生小孩，对女生恢复也好
江苏,我认为你身材很好
浙江,[色]这样的老婆，我要
广东,🎀你是这世间最好的礼物
广东,确实是这样，这个是必须得
广东,那得赶快研究机器人了 不然以后养老院哪里有护工哦[呲牙]
上海,城市老人想法都很好，农村不一样，必须结婚生子，即使身无分文
河北,我不喜欢小孩，闺蜜的孩子邻居的孩子我也不会去逗，不喜欢逗小孩，自己生的孩子会不会不一样呢
山东,可是养老院的工作人员会打老人[流泪]
山西,过来人通透的不能再通透了
内蒙古,年轻时潇洒够了，老了那几天遭罪是我应得的
湖南,不是所有的人都不想生孩子，所以有些人不要动不动就把人类灭绝，国家发展说事，我们尊重所有人的想法，想生就生，不想生就不生，每个人都有每个人的活法[送心]
广东,早餐吃的比我一个男的都多[偷笑]
广西,结婚是两个家庭的结合，生孩子是爱情的延续，
广东,说的很有道理，我身边就差你了
广东,好喜欢这种身材
广东,正确的人生三观[赞]
湖北,你很美
广东,我爸妈说  以后娶老婆不生三个四个  就得赶我出去[泪奔][泪奔]
广东,我你要吗[流泪][图片表情]
浙江,[舔屏][舔屏][舔屏]
广东,同意你的说法
广东,确实值得深思
广西,[不失礼貌的微笑][不失礼貌的微笑][不失礼貌的微笑]真是越来越喜欢你了
甘肃,只能说现在年轻人 不想自己吃苦 有了小孩子  花费开销一下就大了
江苏,如果每个人都这么想 老年公寓都没人给你们服务 但是吧 真不想生孩子[捂脸]
山东,国家不答应
北京,根本没有指望我的孩子养，我生她就是为了爱她
广东,性感的睡衣，
广东,[撇嘴]好像说的很有道理
广东,我想占据你的偏爱，也想成为你的骄傲[害羞][害羞]
广东,吃饭的意义是什么，还不是一样拉屎还要花钱
江西,你好像都满足各位的穿着要求，有点意思
广东,3只猫！拉屎都要你收拾3小时[捂脸]
广东,你对象在哪里上班
广东,你们以为她未婚你们就有机会了吗？没机会的
广东,你结婚了吗[捂脸]
广东,清远的，有缘份相识吗？
福建,不得不说，这辈子最亏欠的就是父母，我三年前才发现，父母渐渐的变老了，白头发和忧郁的脸庞变得格外沧桑，94年的我真诚想找个普通的女孩子陪我共度余生，孝敬父母，身体健康就足矣
广东,又是找老公的一天[暗中观察]
贵州,咖啡机多少钱？
广东,现在这个年代养个孩子和生活成本太高了[呆无辜]
广东,早餐的量比我还要多[捂脸][捂脸]   不过吃多点也能保持身材
